Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
SvMConflict_0d53cb52		She leaves, singing “You’ll be Back” from Hamilton as she does. You swear you see a crack form in the glass, right down the middle of the fungffiti.	game/script.rpy	1219	"[what]"
SvMConflict_c867063d	m	Wow sapling, really owe you one for getting the warden off my back.	game/script.rpy	1221	m "[what]"
SvMConflict_4b18ea13	m	I'm going to keep a low profile for now, but catch you around later? Just climb that shelf right over there, I'll be hanging around. See you on the flipside!	game/script.rpy	1223	m "[what]"
SvMConflict_df2a5fe4		And with that, they're gone.	game/script.rpy	1225	"[what]"
SvMConflict_5116e3f6	s	Are you… sticking up for me?	game/script.rpy	1231	s "[what]"
SvMConflict_7e5aa5f5	s	Nobody's ever...	game/script.rpy	1233	s "[what]"
SvMConflict_c2107e3d	s	Ahem	game/script.rpy	1234	s "[what]"
SvMConflict_c2fa5377	s	Sorry, Mushroom. If you could, uh, remove your art… please.	game/script.rpy	1236	s "[what]"
SvMConflict_c8071984	m	O-oh… Uh…	game/script.rpy	1239	m "[what]"
SvMConflict_7f1e8319	m	Totally totally totally. Later though my muscles are soooo sore from all the lifts and the fungffiti I did.	game/script.rpy	1241	m "[what]"
SvMConflict_0b880317	m	GOTTA JET BYE!!	game/script.rpy	1243	m "[what]"
SvMConflict_05ff9b4b		One second they’re there, the next they’re gone. Leaving you, Sunflower, and the fungffiti in all it’s gaudy glory smiling down on you.	game/script.rpy	1245	"[what]"
SvMConflict_e1554201	s	...	game/script.rpy	1247	s "[what]"
SvMConflict_e1554201_1	s	...	game/script.rpy	1248	s "[what]"
SvMConflict_b4dacb0d	s	I’m going to have to clean it up myself, aren’t I.	game/script.rpy	1249	s "[what]"
SvMConflict_a94a453c	s	Oh well. It's not like I'm not tall enough to reach it.	game/script.rpy	1253	s "[what]"
SvMConflict_1c380a57	s	But hey, thank you. Really, I didn't expect that.	game/script.rpy	1255	s "[what]"
SvMConflict_6a59216c	s	Like gee, I was showing my worst petals and acting like a total sprout...	game/script.rpy	1257	s "[what]"
SvMConflict_80f4c8bc	s	It can be hard to express your needs, you know? It's not as easy as acting is...	game/script.rpy	1258	s "[what]"
SvMConflict_8066cd02	s	Teehee, you get it.	game/script.rpy	1268	s "[what]"
SvMConflict_bf690666	s	Hey...	game/script.rpy	1270	s "[what]"
SvMConflict_c71877f5	s	Would you want to...	game/script.rpy	1272	s "[what]"
SvMConflict_4c369c7f	s	Er, nevermind, it's silly.	game/script.rpy	1273	s "[what]"
SvMConflict_ae0bd75b	s	I mean, if you're doing something that's fine. It's just if you want to spend more time together. Or something. No pressure.	game/script.rpy	1277	s "[what]"
SvMConflict_b0e0e7ec	s	Gee, I'm such a mess. It's like we just said: expressing your needs is--	game/script.rpy	1279	s "[what]"
SvMConflict_044b9c4b	s	Not like I need you or anything! Er...	game/script.rpy	1281	s "[what]"
SvMConflict_97ac1bdb	s	Oh! Yay! Gee, that made me nervous...	game/script.rpy	1287	s "[what]"
SvMConflict_98b727e6	s	And I know the perfect thing to do!	game/script.rpy	1288	s "[what]"
SvMConflict_b6988c17	s	Er, once I clean up this moss. I don't want it spreading.	game/script.rpy	1289	s "[what]"
SvMConflict_6a55561e		You grab her a napkin and hold her pot as she reaches up to clean off the moss. Goodbye, fungfetti. Sunflower's demeanor immediately brightens as soon as it's gone.	game/script.rpy	1291	"[what]"
SvMConflict_5e4d7c25	s	Thanks! So as far as what to do...	game/script.rpy	1293	s "[what]"
SvMConflict_9a8224c3	s	...Well, I didn't actually think I would get this far.	game/script.rpy	1294	s "[what]"
SvMConflict_73684f1d	s	All I ever do here is what I always do...	game/script.rpy	1295	s "[what]"
pathSun_d39c464a	s	Oh! Um, sure?	game/script.rpy	1310	s "[what]"
pathSun_7cef0702		You go around to some of the other plants and chat. Sunflower is her typical peppy self, but you notice she keeps passing glances at you and seems distracted.	game/script.rpy	1311	"[what]"
pathSun_30a52ae3	s	Er, yeah. But I mean, it's your time, we can do whatever...	game/script.rpy	1316	s "[what]"
pathSun_897db269		She keeps smiling but looks a little deflated.	game/script.rpy	1317	"[what]"
pathSun_757c121e	s	!!	game/script.rpy	1322	s "[what]"
pathSun_a64a85b1	s	Is that... something you do for fun?	game/script.rpy	1323	s "[what]"
